"q" "I"
0.93526387 0.21641321668895
0.93784647 0.226215930904772
0.9404286 0.232139997950471
0.94301028 0.24001298040929
0.9455915 0.240134785322569
0.94817225 0.215301863171637
0.95075254 0.256799578498371
0.95333237 0.286601982342544
0.95591173 0.247641107076492
0.95849062 0.268418410332441
0.96106905 0.265533869790426
0.963647 0.257016670823847
0.96622449 0.297728529176095
0.9688015 0.297499839386824
0.97137804 0.300899667967815
0.97395411 0.280527271812554
0.9765297 0.290304286027575
0.97910482 0.271059461964337
0.98167946 0.237511040513345
0.98425363 0.214716517198595
0.98682731 0.234994014977163
0.98940051 0.238856017736418
0.99197323 0.192506243723069
0.99454547 0.213224573928187
0.99711723 0.168775921790619
0.9996885 0.131825839611704
1.0022593 0.179282109455807
1.0048296 0.130597791215024
1.0073994 0.0990310482752381
1.0099687 0.0336374869237497
1.0125375 0.0365318847842673
1.0151059 NA
1.0176737 NA
1.0202411 0.0139760386938966
1.0228079 0.00894972548512711
1.0253743 NA
1.0279402 NA
1.0305055 NA
1.0330704 NA
1.0356348 NA
1.0381986 NA
1.040762 0.0460063056074265
1.0433249 NA
1.0458872 NA
1.0484491 0.0420275475105849
